video_id,title,published_at,view_count,topic_cluster,topic_terms,vader_compound,vader_label,transformer_label,sentiment_agree,sentiment_label,sentiment_compound
w7JECF-JSyY,Let's Pre-Order GTA 6 Together on PS5 😭🔴,2026-06-24 19:59:52,36812,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",0.2481,positive,positive,True,positive,0.2481
jg9LIwNgtKc,DO NOT Pre-Order GTA 6 Without Watching This | Standard vs Ultimate Explained,2026-06-24 20:40:26,101785,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
IXaSleDdBn4,GTA 6 Pre-Orders Are HERE! Official India Price Revealed,2026-06-24 21:19:43,36808,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",0.0,neutral,positive,False,neutral,0.0
ap385Ai3XEo,"GTA 6 Official Price in India? PS5 & Xbox 5,999/-only #gta6 #gta6preorder #gta6price",2026-06-24 22:06:14,9586,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.4514,positive,neutral,False,positive,0.4514
dVl1Rcbx7KI,22 New GTA 6 Gameplay Details Revealed,2026-06-24 23:04:12,704509,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.7391,negative,neutral,False,negative,-0.7391
7tf52A4GRE8,How to Pre-Order GTA 6 on Xbox Full Guide!,2026-06-25 00:19:27,3312,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",0.0,neutral,positive,False,neutral,0.0
n0w0hVznfRE,First Indian To Buy GTA 6 🤣🤣😎😎 #gta6 #gaming,2026-06-25 03:45:13,28520205,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9744,positive,positive,True,positive,0.9744
ym5qwLdYveg,GTA 6 Pre Order in India!,2026-06-25 04:18:49,14236,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",0.0,neutral,neutral,True,neutral,0.0
_M9cel8sca8,How to Pre Order GTA 6 on Xbox Series X/S Tutorial! (For Beginners),2026-06-25 04:39:18,10057,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7896,positive,positive,True,positive,0.7896
n50odBl1eXQ,"GTA 6 Pre Order Start ayuruchu🔥 Indian Price, Standard Edition Vs Ultimate Edition , PS5😱",2026-06-25 04:59:54,287689,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.8956,negative,positive,False,negative,-0.8956
ZxIRmPnDwQ8,GTA 6 Pre Order,2026-06-25 05:52:16,734755,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",0.9255,positive,positive,True,positive,0.9255
z49psbwgGa8,"FINALLY BOUGHT GTA 6 ULTIMATE EDITION: Price, Unboxing, Early Access & More!",2026-06-25 09:00:32,574226,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9435,positive,positive,True,positive,0.9435
SJZ3NyOc7PA,I bought GTA 6 in INDIA 🔥 Price REVEALED! Pre Order Details | AYUSH MORE 😱,2026-06-25 09:11:08,219915,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",-0.5859,negative,positive,False,negative,-0.5859
hlWYDa9Lv7Y,Pre-Ordering GTA 6 at Midnight! 😱 GTA 6 Price & PS5 Details,2026-06-25 09:18:36,5518,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.8852,negative,positive,False,negative,-0.8852
yf8Nw2xE_pM,GTA 6 Pre-Order Purchased | Is It Worth ₹6000?,2026-06-25 12:28:36,963993,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7897,positive,neutral,False,positive,0.7897
z25m5NAO7Zs,FINALLY!! Pre Ordering GTA 6 on PS5 & XBOX 🔥 | Upgrading Standard to Ultimate | Buying GTA 6 Twice 😱,2026-06-25 12:40:41,32607,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9333,negative,positive,False,negative,-0.9333
rCNJfl6vvJE,GTA 6 Pre-Order | Finally bought the game !!,2026-06-25 13:59:17,37037,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",0.0,neutral,positive,False,neutral,0.0
bTFpkKZOZmg,GTA 6 Pre Order DONE ! 😁 #Shorts,2026-06-25 14:15:08,1062503,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",0.8233,positive,positive,True,positive,0.8233
pQu2H82Zi5c,GTA 6 Pre Orders Are Live And Prices Are Crazy 🤯 #shorts,2026-06-25 17:31:22,2204366,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",-0.7351,negative,negative,True,negative,-0.7351
Gd2LwLwfR1k,Don't Pre-order GTA 6 Until You Watch This (Ultimate vs Standard),2026-06-25 20:00:17,489583,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",0.9647,positive,positive,True,positive,0.9647
QrtbeLjKrKw,Grand Theft Auto VI: Gameplay First Look | PS5 (Concept),2026-06-25 20:03:35,218589,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9501,positive,positive,True,positive,0.9501
L6uw9hCUWdo,FINALLY NEW JOURNEY BEGINS - Welcome To GTA VI Series 😍#1,2026-06-26 08:15:39,782662,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.986,positive,positive,True,positive,0.986
a8gV6klqPZg,GTA 6 Pre-Orders Already Breaking Records?,2026-06-26 09:15:59,249216,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.7952,negative,positive,False,negative,-0.7952
LyUKRakjBoM,GTA 6 Ultimate Edition vs Standard ✅ | Indian Price | Physical Disc? PS5 Features? | Pre Order Guide,2026-06-26 13:47:10,75892,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.4316,positive,neutral,False,positive,0.4316
I3Xe8ZqB8AE,"""$3 Billion in Preorders"" – GTA 6 May Be the Biggest Launch in Entertainment History",2026-06-26 17:30:10,163334,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9714,positive,positive,True,positive,0.9714
yZZxwCJSXEQ,Tech Tadkaa #2 - GTA 6 Pre-Order Started !,2026-06-26 17:56:09,286906,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
nBdFaFyZ3pY,Don't Pre Order GTA 6 Without Watching This Video 😱,2026-06-27 11:30:57,857530,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9246,negative,neutral,False,negative,-0.9246
Zi6Hs7Q1iHY,DUMB To Pre Order GTA 6?,2026-06-29 05:12:53,332790,4,"pre, pre order, order, gta pre, order gta, gta, orders, pre orders",-0.852,negative,neutral,False,negative,-0.852
AQPnNRPhASE,"GTA-6 Purchased In PS-5 Pre Order GTA-6 At Rupees ₹5,999😍 #souravjoshivlogs #piyushjoshi",2026-07-03 02:39:19,465332,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7184,positive,positive,True,positive,0.7184
Y4lW9m4GCdM,GTA 6 Art Situation is Insane,2026-07-07 17:44:47,375210,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.5859,positive,positive,True,positive,0.5859
9GRNnp5nKv4,Grand Theft Auto VI: Gameplay Reveal – First Look | PS5 (Concept),2026-07-07 20:03:21,133158,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9501,positive,positive,True,positive,0.9501
snw50zw2avs,Grand Theft Auto VI: LEAKED Open World Gameplay Details (Concept) & GTA 6 Trailer #3 Coming,2026-07-12 14:00:17,129183,0,"leaked, gameplay leaked, gameplay, gta, leaks, gta gameplay, gta leaked, leaked gameplay",0.6515,positive,neutral,False,positive,0.6515
VrX0-5DdK-s,GTA VI Gameplay Concept,2026-07-20 17:02:38,1761133,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8625,positive,neutral,False,positive,0.8625
lD4NhSGpQbg,Gta 6 Jason Takes Over Los Santos | Gta 6 Gameplay,2026-07-24 13:30:25,131362,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
kc-Y-hv1VAs,No way GTA 6 gets delayed again 😭 #rockstar #gta6 #gaming #tech #donnywasthere,2026-08-06 01:11:03,24902,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.9559,negative,negative,True,negative,-0.9559
qq76pQsI1iw,Grand Theft Auto VI: An Extended Look Coming August 27,2026-08-06 12:00:25,9626682,1,"vi extended, extended look, auto vi, extended, look, look playing, grand, grand theft",0.9325,positive,neutral,False,positive,0.9325
1x8gvVAwuFc,GTA 6 Trailer 3 Release Date is Here 🔥🔥,2026-08-06 13:47:47,174647,6,"release, release date, date, gta release, gta, date confirmed, gta releases, releases",-0.8225,negative,positive,False,negative,-0.8225
a-qbmD8YcxI,GTA 6 TRAILER 3 RELEASE DATE CONFIRMED!,2026-08-07 08:30:28,18230,6,"release, release date, date, gta release, gta, date confirmed, gta releases, releases",0.0,neutral,positive,False,neutral,0.0
MzD_wcIrhU0,"GTA 6: Why Rockstar Chose Netflix, Pre-Order Numbers have ""Record Breaking""",2026-08-08 03:32:25,216390,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7506,positive,positive,True,positive,0.7506
3mOot1vLP38,Delay GTA 6... For The Love Of The Game #gta6 #gtavi #gtaonline,2026-08-09 04:00:28,192800,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",0.9792,positive,positive,True,positive,0.9792
qorZAw-3u1U,GTA 6 $100 Ultimate Edition Outselling $80 Standard Edition - IGN Daily Fix,2026-08-11 20:03:13,39955,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.4588,positive,neutral,False,positive,0.4588
iQtz0MS9kNA,GTA 6 Online is NOT Launching With GTA 6 (Release Date Explained),2026-08-12 17:15:04,2242,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.6604,positive,neutral,False,positive,0.6604
Mw2v4J1COOc,GTA 6 Delayed Again?! 😱 6 Month Delay Update! 🎮 #gtarp #gamingnews #shorts,2026-08-17 13:30:26,9672,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.9867,negative,negative,True,negative,-0.9867
Hwtm8xHP5A8,GTA 6 Gameplay LEAKED?! 😱,2026-08-19 09:40:56,578723,0,"leaked, gameplay leaked, gameplay, gta, leaks, gta gameplay, gta leaked, leaked gameplay",-0.9468,negative,neutral,False,negative,-0.9468
hGnFJG5LYCE,Rockstar might be in trouble after these GTA 6 leaks,2026-08-19 16:33:44,20216,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.0258,neutral,negative,False,neutral,-0.0258
6Qyirk2wGlY,What's Up With These GTA 6 Leaks?,2026-08-21 08:27:21,345290,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8452,positive,neutral,False,positive,0.8452
jasTPNPpMMg,Here we go again..  GTA 6 Leaked,2026-08-21 15:11:26,117182,0,"leaked, gameplay leaked, gameplay, gta, leaks, gta gameplay, gta leaked, leaked gameplay",-0.3612,negative,neutral,False,negative,-0.3612
Km4qNTNd-rw,GTA 6 LEAKED: Rockstar vs Cyberleek Controversy,2026-08-22 05:30:03,396299,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.1862,positive,positive,True,positive,0.1862
50ZFtwRdqUY,قراند 6 تسربت مرة ثانية... وهالمرة الموضوع اخطر!,2026-08-22 10:30:06,448233,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
xuKzXkeekKE,The GTA 6 Leaks Might Be Bigger Than We Thought - Luke Reacts,2026-08-23 01:30:20,318944,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,positive,False,neutral,0.0
Bo1AprpeRAU,"GTA 6 Gameplay All Leaks August 2026 | NEW GTA VI Leaked Gameplay Footage, Jason & Driving",2026-08-24 07:03:46,1797,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9707,negative,neutral,False,negative,-0.9707
6NruEKYykvs,THE NEWEST GTA 6 GAMEPLAY LEAK FINALLY SHOWS THE BEACH AND THE LEVEL OF DETAIL IS INSANE!,2026-08-25 12:08:23,250659,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.8725,negative,positive,False,negative,-0.8725
LBVlWt_FJUM,EVERYTHING SO FAR ABOUT GTA 6 LEAKS | BIGGEST GTA 6 SECRETS,2026-08-25 13:07:33,889318,0,"leaked, gameplay leaked, gameplay, gta, leaks, gta gameplay, gta leaked, leaked gameplay",-0.8158,negative,positive,False,negative,-0.8158
YCCHl1Hmh9Q,Will GTA 6 Get Delayed Again? 👀🎮,2026-08-26 06:31:36,30198,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.6381,negative,neutral,False,negative,-0.6381
-gj1KXH8x7k,GTA 6 LATEST LEAKED GAMEPLAY?! 😱🔥,2026-08-26 14:30:22,340967,0,"leaked, gameplay leaked, gameplay, gta, leaks, gta gameplay, gta leaked, leaked gameplay",-0.9819,negative,positive,False,negative,-0.9819
uphThaa97ig,Grand Theft Auto VI: An Extended Look | Now Playing | Netflix,2026-08-27 19:08:02,6517935,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9772,positive,positive,True,positive,0.9772
nXqLySG8kdg,FULL GTA 6 GAMEPLAY EXTENDED LOOK REVEAL! (GTA 6 EXTENDED LOOK GAMEPLAY),2026-08-27 19:35:38,526239,2,"extended look, extended, look, gta extended, gta, gameplay, gta6 extended, vs gta",0.9287,positive,positive,True,positive,0.9287
TgSoL4vprRE,🔴GTA 6: An Extended Look,2026-08-27 19:59:24,519604,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9489,positive,positive,True,positive,0.9489
eVizUUt90oE,GTA 6 IS GOING TO BREAK THE ECONOMY,2026-08-27 20:10:22,617011,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.6908,positive,positive,True,positive,0.6908
-Ty0HRzrY4k,IShowSpeed Reacts To The GTA 6 Extended Look..,2026-08-27 20:15:50,1725315,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.5461,positive,neutral,False,positive,0.5461
ETZNbTYvL3w,The GTA6 Extended Look Was INSANE... (Gameplay),2026-08-27 20:17:07,335503,2,"extended look, extended, look, gta extended, gta, gameplay, gta6 extended, vs gta",0.8916,positive,positive,True,positive,0.8916
3IFIkkdViNY,GTA 6 Extended Look Gameplay • Reaction,2026-08-27 20:34:58,452172,2,"extended look, extended, look, gta extended, gta, gameplay, gta6 extended, vs gta",0.6369,positive,positive,True,positive,0.6369
3nVF2EY_iHg,Esto es GTA VI (GAMEPLAY + EXCLUSIVA),2026-08-27 21:04:30,15921740,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.3612,positive,neutral,False,positive,0.3612
QvgM-Jm9JOc,GTA 6 NEW TRAILER REVEAL *JYNXZI REACTS*,2026-08-27 21:14:23,623103,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.5319,negative,positive,False,negative,-0.5319
PPjBurBJXSw,Reacting to GTA VI: Extended Look | Joe Bartolozzi,2026-08-27 21:35:47,1189837,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7865,positive,neutral,False,positive,0.7865
b-If5Nq0log,Thoughts on the GTA 6 Gameplay Reveal,2026-08-27 22:00:15,4595226,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.6369,positive,positive,True,positive,0.6369
nRKJOjR2vxY,69 CONFIRMED Gameplay Details About GTA 6!,2026-08-27 22:06:09,223394,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9269,positive,positive,True,positive,0.9269
MkXSdiP70xc,GTA 6 (PS5) 4K HDR Gameplay,2026-08-27 22:14:17,6931569,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7184,positive,neutral,False,positive,0.7184
iiReDEclZs8,GTA 6 Extended Look Blew My Mind 😱 | The BIGGEST Game of this Generation looks CRAZY Realistic 🔥,2026-08-27 22:30:00,202772,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9655,negative,positive,False,negative,-0.9655
fMDN-3enAZU,GTA 6 Extended Look is Here🔥 | Live Reaction 😍,2026-08-27 23:05:36,304044,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.6705,positive,positive,True,positive,0.6705
5LNjPah63ic,GTA 6 Extended Look Review: Did Rockstar Deliver On Years Of Hype?,2026-08-27 23:05:41,2616,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.5158,negative,positive,False,negative,-0.5158
D8uLssgowvE,GTA 6 Gameplay: Everything You Missed,2026-08-27 23:14:34,495153,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7783,positive,neutral,False,positive,0.7783
HQA7fxZ-_r0,GTA 6: Gameplay DETAILS WE FOUND,2026-08-27 23:40:11,4486656,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.4767,positive,positive,True,positive,0.4767
BTfzszKgRKc,GTA 6: EXTENDED LOOK - LIVE REACTION & BREAKDOWN! (I Was Invited to Rockstar),2026-08-28 00:11:05,2371893,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.4184,positive,positive,True,positive,0.4184
tKX3H1TWfFQ,the internet after the GTA VI gameplay reveal,2026-08-28 00:14:20,1290448,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,neutral,True,neutral,0.0
tJbzMqJGH4k,Grand Theft Auto VI: An Extended Look,2026-08-28 01:00:48,25967293,1,"vi extended, extended look, auto vi, extended, look, look playing, grand, grand theft",0.9531,positive,positive,True,positive,0.9531
GVTE_MuInQg,Grand Theft Auto VI: An Extended Look — Now Playing,2026-08-28 01:01:18,1190931,1,"vi extended, extended look, auto vi, extended, look, look playing, grand, grand theft",0.8225,positive,neutral,False,positive,0.8225
mAfR_ybf5WM,Grand Theft Auto VI: An Extended Look — Now Playing,2026-08-28 01:01:24,1341393,1,"vi extended, extended look, auto vi, extended, look, look playing, grand, grand theft",0.8225,positive,neutral,False,positive,0.8225
53C6gUqRpK4,Grand Theft Auto VI: An Extended Look — Now Playing,2026-08-28 01:01:28,2364103,1,"vi extended, extended look, auto vi, extended, look, look playing, grand, grand theft",0.8225,positive,neutral,False,positive,0.8225
dztPF46J8Qo,GTA 6 EXTENDED LOOK VS GTA 5 COMPARISON (Gameplay and Details),2026-08-28 01:21:27,592864,2,"extended look, extended, look, gta extended, gta, gameplay, gta6 extended, vs gta",0.3612,positive,neutral,False,positive,0.3612
AsyOVBDRgtk,Grand Theft Auto VI (GTA 6): An Extended Look | 26 Minute Gameplay Reveal,2026-08-28 01:52:54,13677910,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.5423,positive,neutral,False,positive,0.5423
_NBPyKmpJIk,GTA 6 EXTENDED LOOK TRAILER REACTION! 🤯🔥 | Tamil,2026-08-28 03:44:25,23868,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.8615,negative,positive,False,negative,-0.8615
nyaIl45Zy-8,GTA 6 Extended Trailer Thoughts And Reaction,2026-08-28 05:01:59,496893,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9552,positive,positive,True,positive,0.9552
hhqYL258QYU,GTA 6 EXTENDED LOOK IS CRAZY!!!!,2026-08-28 05:57:04,289188,2,"extended look, extended, look, gta extended, gta, gameplay, gta6 extended, vs gta",-0.465,negative,positive,False,negative,-0.465
ArTH4nbDmdM,GTA 6’s Extended Look Has SO Many Details... Full Breakdown,2026-08-28 06:14:34,520737,2,"extended look, extended, look, gta extended, gta, gameplay, gta6 extended, vs gta",0.9677,positive,positive,True,positive,0.9677
ftOAikxrZl8,GTA 6 Ne DIMAAG HILA DIYA 🤯 (Grand Theft Auto 6 Gameplay Trailer),2026-08-28 06:30:31,2272044,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9337,positive,positive,True,positive,0.9337
Io2nrJB3AEg,GTA 6 Everything Rockstar JUST Revealed!,2026-08-28 07:31:24,117761,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.5242,positive,positive,True,positive,0.5242
toQkKWEs2iE,10 CRAZY Gameplay Features of GTA 6 That Will BLOW Your Mind| GTA 6 Extended Look Gameplay Explained,2026-08-28 09:36:23,405808,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.7154,negative,positive,False,negative,-0.7154
V3vR8gEQ-7s,GRAND THEFT AUTO VI Extended Look REACTION! | GTA VI | This Looks AMAZING! | Rockstar Games,2026-08-28 09:45:04,194449,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9769,positive,positive,True,positive,0.9769
4Z_4yqWGRjQ,GTA 6: Every New Gameplay Feature & Mechanic YOU MISSED,2026-08-28 10:23:38,3300280,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9876,negative,neutral,False,negative,-0.9876
-8PfA-duLXc,I'm Cancelling My Pre-Order #gta6 #gtavi #gtaonline,2026-08-28 11:30:17,1336561,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.96,positive,positive,True,positive,0.96
NSKCbLolw50,GTA 6 vs. GTA 5 | Insane Details Comparison 🔥 (Netflix Extended Look),2026-08-28 12:00:04,520874,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.8858,negative,neutral,False,negative,-0.8858
Ywtya3SHMvU,THIS IS NOT A GAME 🤯,2026-08-28 12:25:40,5329679,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.5538,positive,negative,False,positive,0.5538
REjHBGlGnek,100+ Hidden Details In The GTA6: Extended Look,2026-08-28 13:01:22,292638,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7689,positive,positive,True,positive,0.7689
__47GR-gAmo,Grand Theft Auto VI (GTA 6): An Extended Look Breakdown in Tamil #mrkk #gta6,2026-08-28 13:36:11,139514,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.9056,positive,neutral,False,positive,0.9056
6dHMssYN19Q,GTA 6 Good & Bad News...,2026-08-28 14:39:22,322391,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.2023,positive,negative,False,positive,0.2023
wmHL4v69uQs,Grand Theft Auto VI (GTA 6): An Extended Look | 26 Minute Gameplay Reveal,2026-08-28 15:18:21,272927,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8625,positive,neutral,False,positive,0.8625
1IDmAbe9w6U,The GTA 6 Gameplay Looks Insane...,2026-08-28 16:43:06,144598,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.6597,negative,positive,False,negative,-0.6597
asiaHbfNHCs,I Found Out Why GTA 6 Got Delayed So Many Times... #gta6 #gtavi,2026-08-28 20:00:06,282962,5,"delayed, gta delayed, gta, 2026, delay, delayed 2026, delayed november, november",-0.5719,negative,negative,True,negative,-0.5719
MAjHT761heg,GTA 6 Pre-Orders Are Being Carried By PS5. XBOX Is Ignored By Rockstar In Marketing.,2026-08-28 21:00:38,3862,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.34,negative,neutral,False,negative,-0.34
AHcY2xmDkoQ,FIRST OFFICIAL GTA 6 GAMEPLAY IS HERE!,2026-08-29 03:30:33,10383655,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7243,positive,positive,True,positive,0.7243
1Au4BHb50ZI,GTA 6 vs GTA 5 Details Are CRAZY! 🤯 (Reaction),2026-08-29 13:22:17,144580,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.5637,positive,neutral,False,positive,0.5637
WB5Zd8Qxzso,10 Years Hardwork WASTED in 10 Hours - GTA 6 Footage Leak - Rockstar Games #shorts,2026-08-29 13:30:38,3171802,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9015,negative,neutral,False,negative,-0.9015
zfvFuSlDMZ8,IT'S FINALLY HERE... GTA 6 GAMEPLAY!,2026-08-29 14:41:14,1832234,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.7639,positive,positive,True,positive,0.7639
xmn8UFDxcV4,GTA 6 is feminist slop,2026-08-29 15:37:44,977740,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,negative,False,neutral,0.0
-IFrwMY4zFE,200+ Hidden Details You Missed in the GTA 6 Extended Look 😱 | GTA 6 Extended Look Breakdown 🔥,2026-08-30 03:20:41,288637,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.9538,negative,neutral,False,negative,-0.9538
9RaWV6Hox40,Dekho Wo Aa Gaya 😮 | GTA VI GAMEPLAY Review,2026-08-30 08:30:21,296185,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.8313,positive,positive,True,positive,0.8313
NcQllztky6Q,GTA VI Extended Look | 13 Years Later - GTA Is BACK!,2026-08-30 12:53:48,1141507,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.893,positive,positive,True,positive,0.893
cxYhQg3fV8k,150 RARE Details You Missed in the GTA 6 Gameplay,2026-08-30 16:00:23,386320,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",-0.7494,negative,neutral,False,negative,-0.7494
9dRa_WtDkUw,Jacksepticeye Reacts to GTA VI Gameplay,2026-08-30 18:20:32,614878,-1,"UNCLUSTERED (gta, trailer, vi, gameplay, gta vi, gta trailer, look, auto)",0.0,neutral,positive,False,neutral,0.0
